producing

root@kafk00perf10-vio-bk:/opt/kafka/bin# kafka-producer-perf-test --topic example --producer.config /opt/kafka/config/client-ssl1.properties --num-records 1000000 --throughput -1 --record-size 10000
3917 records sent, 783.4 records/sec (7.47 MB/sec), 3224.2 ms avg latency, 8208.0 ms max latency.
3786 records sent, 757.2 records/sec (7.22 MB/sec), 2868.0 ms avg latency, 6307.0 ms max latency.
4195 records sent, 839.0 records/sec (8.00 MB/sec), 2638.4 ms avg latency, 5467.0 ms max latency.
3572 records sent, 714.4 records/sec (6.81 MB/sec), 2834.8 ms avg latency, 4789.0 ms max latency.
3529 records sent, 705.5 records/sec (6.73 MB/sec), 2772.6 ms avg latency, 4637.0 ms max latency.
3492 records sent, 695.2 records/sec (6.63 MB/sec), 3252.1 ms avg latency, 4671.0 ms max latency.
3519 records sent, 696.6 records/sec (6.64 MB/sec), 2586.7 ms avg latency, 4202.0 ms max latency.
3333 records sent, 666.3 records/sec (6.35 MB/sec), 3325.8 ms avg latency, 6081.0 ms max latency.
3747 records sent, 749.3 records/sec (7.15 MB/sec), 2584.6 ms avg latency, 5519.0 ms max latency.
4009 records sent, 801.8 records/sec (7.65 MB/sec), 2464.0 ms avg latency, 5304.0 ms max latency.
3776 records sent, 755.0 records/sec (7.20 MB/sec), 2571.4 ms avg latency, 6213.0 ms max latency.
3751 records sent, 747.1 records/sec (7.12 MB/sec), 2626.1 ms avg latency, 6483.0 ms max latency.
2223 records sent, 444.6 records/sec (4.24 MB/sec), 2977.4 ms avg latency, 8526.0 ms max latency.
1422 records sent, 284.3 records/sec (2.71 MB/sec), 4562.9 ms avg latency, 12105.0 ms max latency.
2030 records sent, 405.8 records/sec (3.87 MB/sec), 4429.2 ms avg latency, 14288.0 ms max latency.
1338 records sent, 267.6 records/sec (2.55 MB/sec), 6575.5 ms avg latency, 16342.0 ms max latency.
1394 records sent, 278.8 records/sec (2.66 MB/sec), 7449.2 ms avg latency, 16549.0 ms max latency.
3026 records sent, 605.2 records/sec (5.77 MB/sec), 5609.6 ms avg latency, 16525.0 ms max latency.
4003 records sent, 800.6 records/sec (7.64 MB/sec), 3138.2 ms avg latency, 13313.0 ms max latency.
3929 records sent, 785.6 records/sec (7.49 MB/sec), 2493.5 ms avg latency, 6987.0 ms max latency.
3406 records sent, 680.2 records/sec (6.49 MB/sec), 2710.7 ms avg latency, 7983.0 ms max latency.
3314 records sent, 661.9 records/sec (6.31 MB/sec), 2810.7 ms avg latency, 8559.0 ms max latency.
3022 records sent, 592.2 records/sec (5.65 MB/sec), 3119.7 ms avg latency, 8899.0 ms max latency.
3211 records sent, 640.3 records/sec (6.11 MB/sec), 3544.8 ms avg latency, 9689.0 ms max latency.
3578 records sent, 715.5 records/sec (6.82 MB/sec), 3258.1 ms avg latency, 9269.0 ms max latency.
3649 records sent, 728.3 records/sec (6.95 MB/sec), 2856.6 ms avg latency, 7858.0 ms max latency.
3591 records sent, 718.2 records/sec (6.85 MB/sec), 2803.2 ms avg latency, 7758.0 ms max latency.
3738 records sent, 747.6 records/sec (7.13 MB/sec), 2825.0 ms avg latency, 7927.0 ms max latency.
3818 records sent, 763.4 records/sec (7.28 MB/sec), 2608.2 ms avg latency, 7582.0 ms max latency.
3541 records sent, 708.2 records/sec (6.75 MB/sec), 2785.0 ms avg latency, 7868.0 ms max latency.
3703 records sent, 740.6 records/sec (7.06 MB/sec), 2774.5 ms avg latency, 8160.0 ms max latency.
3765 records sent, 752.7 records/sec (7.18 MB/sec), 2724.9 ms avg latency, 7885.0 ms max latency.
2250 records sent, 450.0 records/sec (4.29 MB/sec), 2696.2 ms avg latency, 9809.0 ms max latency.
1586 records sent, 317.2 records/sec (3.03 MB/sec), 3507.0 ms avg latency, 12923.0 ms max latency.
799 records sent, 54.2 records/sec (0.52 MB/sec), 6632.2 ms avg latency, 26156.0 ms max latency.
475 records sent, 94.0 records/sec (0.90 MB/sec), 12641.8 ms avg latency, 30592.0 ms max latency.
1822 records sent, 321.3 records/sec (3.06 MB/sec), 12986.2 ms avg latency, 33311.0 ms max latency.
2273 records sent, 453.7 records/sec (4.33 MB/sec), 13047.6 ms avg latency, 34219.0 ms max latency.
986 records sent, 155.0 records/sec (1.48 MB/sec), 9037.1 ms avg latency, 30033.0 ms max latency.
714 records sent, 142.8 records/sec (1.36 MB/sec), 11202.9 ms avg latency, 22358.0 ms max latency.
378 records sent, 49.4 records/sec (0.47 MB/sec), 11444.7 ms avg latency, 25958.0 ms max latency.
2320 records sent, 463.0 records/sec (4.42 MB/sec), 12621.1 ms avg latency, 27244.0 ms max latency.
3408 records sent, 681.5 records/sec (6.50 MB/sec), 5379.3 ms avg latency, 22556.0 ms max latency.
3747 records sent, 749.3 records/sec (7.15 MB/sec), 2822.9 ms avg latency, 6001.0 ms max latency.
2889 records sent, 577.8 records/sec (5.51 MB/sec), 3172.9 ms avg latency, 6287.0 ms max latency.
3076 records sent, 615.2 records/sec (5.87 MB/sec), 3620.3 ms avg latency, 6400.0 ms max latency.
3479 records sent, 695.8 records/sec (6.64 MB/sec), 3223.4 ms avg latency, 5690.0 ms max latency.
3769 records sent, 753.6 records/sec (7.19 MB/sec), 2780.9 ms avg latency, 4907.0 ms max latency.
3874 records sent, 774.8 records/sec (7.39 MB/sec), 2674.4 ms avg latency, 4708.0 ms max latency.
3654 records sent, 730.8 records/sec (6.97 MB/sec), 2596.3 ms avg latency, 4972.0 ms max latency.
2977 records sent, 595.4 records/sec (5.68 MB/sec), 3255.7 ms avg latency, 6684.0 ms max latency.
3575 records sent, 715.0 records/sec (6.82 MB/sec), 2921.7 ms avg latency, 6210.0 ms max latency.
3845 records sent, 769.0 records/sec (7.33 MB/sec), 2768.7 ms avg latency, 5030.0 ms max latency.
3549 records sent, 709.8 records/sec (6.77 MB/sec), 2729.1 ms avg latency, 4887.0 ms max latency.
4113 records sent, 822.1 records/sec (7.84 MB/sec), 2723.4 ms avg latency, 4870.0 ms max latency.
3609 records sent, 721.8 records/sec (6.88 MB/sec), 2491.7 ms avg latency, 4366.0 ms max latency.
3790 records sent, 757.8 records/sec (7.23 MB/sec), 2930.2 ms avg latency, 4672.0 ms max latency.
3623 records sent, 724.6 records/sec (6.91 MB/sec), 2739.3 ms avg latency, 4688.0 ms max latency.
3617 records sent, 719.4 records/sec (6.86 MB/sec), 2883.7 ms avg latency, 5003.0 ms max latency.
3650 records sent, 729.0 records/sec (6.95 MB/sec), 2734.6 ms avg latency, 4897.0 ms max latency.
3842 records sent, 768.4 records/sec (7.33 MB/sec), 2753.7 ms avg latency, 4852.0 ms max latency.
3770 records sent, 753.7 records/sec (7.19 MB/sec), 2648.8 ms avg latency, 4855.0 ms max latency.
3779 records sent, 755.8 records/sec (7.21 MB/sec), 2727.9 ms avg latency, 5251.0 ms max latency.
3821 records sent, 763.7 records/sec (7.28 MB/sec), 2691.7 ms avg latency, 5252.0 ms max latency.
3960 records sent, 792.0 records/sec (7.55 MB/sec), 2591.1 ms avg latency, 4992.0 ms max latency.
3645 records sent, 728.9 records/sec (6.95 MB/sec), 2716.4 ms avg latency, 5398.0 ms max latency.
3892 records sent, 778.4 records/sec (7.42 MB/sec), 2666.1 ms avg latency, 5425.0 ms max latency.
3628 records sent, 725.6 records/sec (6.92 MB/sec), 2710.5 ms avg latency, 5596.0 ms max latency.
2518 records sent, 502.5 records/sec (4.79 MB/sec), 3625.8 ms avg latency, 7374.0 ms max latency.
1165 records sent, 216.7 records/sec (2.07 MB/sec), 5498.6 ms avg latency, 10481.0 ms max latency.
1460 records sent, 292.0 records/sec (2.78 MB/sec), 8357.3 ms avg latency, 11727.0 ms max latency.
2631 records sent, 526.2 records/sec (5.02 MB/sec), 5464.5 ms avg latency, 11984.0 ms max latency.
2136 records sent, 427.0 records/sec (4.07 MB/sec), 4315.5 ms avg latency, 7182.0 ms max latency.
2905 records sent, 581.0 records/sec (5.54 MB/sec), 4461.6 ms avg latency, 6597.0 ms max latency.
3644 records sent, 728.8 records/sec (6.95 MB/sec), 2789.2 ms avg latency, 4580.0 ms max latency.
3783 records sent, 756.0 records/sec (7.21 MB/sec), 2688.1 ms avg latency, 4125.0 ms max latency.
3698 records sent, 739.5 records/sec (7.05 MB/sec), 2682.5 ms avg latency, 4495.0 ms max latency.
2823 records sent, 564.5 records/sec (5.38 MB/sec), 3617.3 ms avg latency, 5333.0 ms max latency.
3882 records sent, 776.4 records/sec (7.40 MB/sec), 2721.4 ms avg latency, 5295.0 ms max latency.
3603 records sent, 719.7 records/sec (6.86 MB/sec), 2615.6 ms avg latency, 4843.0 ms max latency.
3630 records sent, 726.0 records/sec (6.92 MB/sec), 2824.4 ms avg latency, 5608.0 ms max latency.
3656 records sent, 730.9 records/sec (6.97 MB/sec), 2684.6 ms avg latency, 5748.0 ms max latency.
3322 records sent, 661.2 records/sec (6.31 MB/sec), 2660.5 ms avg latency, 6356.0 ms max latency.
1955 records sent, 390.8 records/sec (3.73 MB/sec), 4896.6 ms avg latency, 8379.0 ms max latency.
3779 records sent, 755.6 records/sec (7.21 MB/sec), 3235.2 ms avg latency, 8574.0 ms max latency.
3637 records sent, 727.4 records/sec (6.94 MB/sec), 2591.3 ms avg latency, 6604.0 ms max latency.
3720 records sent, 743.7 records/sec (7.09 MB/sec), 2633.8 ms avg latency, 6891.0 ms max latency.
3548 records sent, 709.5 records/sec (6.77 MB/sec), 2570.6 ms avg latency, 7423.0 ms max latency.
3742 records sent, 748.4 records/sec (7.14 MB/sec), 2637.5 ms avg latency, 7777.0 ms max latency.
3492 records sent, 698.4 records/sec (6.66 MB/sec), 2722.2 ms avg latency, 8304.0 ms max latency.
3600 records sent, 719.9 records/sec (6.87 MB/sec), 2679.2 ms avg latency, 8482.0 ms max latency.
3129 records sent, 625.8 records/sec (5.97 MB/sec), 2877.8 ms avg latency, 9177.0 ms max latency.
2853 records sent, 570.4 records/sec (5.44 MB/sec), 3307.3 ms avg latency, 10029.0 ms max latency.
1275 records sent, 255.0 records/sec (2.43 MB/sec), 8882.1 ms avg latency, 10329.0 ms max latency.
1000000 records sent, 566.514784 records/sec (5.40 MB/sec), 3606.48 ms avg latency, 34219.00 ms max latency, 2710 ms 50th, 10046 ms 95th, 15855 ms 99th, 31932 ms 99.9th.
